ID,image_url,Original_Post,Topic_ID_Reg,Keywords_Regular_Topic,Topic_Name_Regular,Topic_ID_Enr,Keywords_Enriched_Topic,Topic_Name_Enriched
D312,https://pbs.twimg.com/media/HCcMSfWXkAAvSzU.jpg,"Betewin DENEMEBONUSU tam sana göre Kod bonustv1000 Hemen tıkla, dene ve kazan denemebonusu betewin 1000tlbonus Yatırımsız Deneme Bonusları için telegram Güncel Giriş .",31,"discount, المطار, valid, hotels, app, travel, flights, عبر, promotional, code",Travel Discounts & Flight Apps,21,"cyber, cybersecurity, cyberwarfare, website, israeli, attack, infrastructure, internet, phishing, pakistan",Cyberwarfare & Infrastructure Attacks
D313,https://pbs.twimg.com/media/HCa5794WsAAgzPH.jpg,1000 DENEMEBONUSU 10bin yap 1000 cebinde Kodunu unutma bonustv1000 Hadi başlasın eğlence denemebonusu betewinbonus casino yatırmadan casino keyfi zamanı Yatırımsız Deneme Bonusları için Betewin Güncel Giriş .,31,"discount, المطار, valid, hotels, app, travel, flights, عبر, promotional, code",Travel Discounts & Flight Apps,21,"cyber, cybersecurity, cyberwarfare, website, israeli, attack, infrastructure, internet, phishing, pakistan",Cyberwarfare & Infrastructure Attacks
D315,https://pbs.twimg.com/media/HCeqe1CWkAAQluR.jpg,"White calm, brown confidence choose your favorite view World War 3 Archie Annie Idibia",25,"world, war, places, capitalism, cause, worst, military, united, mentions, predicted",Global War Theories & Anti-Capitalism & Ideological Discourse,16,"israel, iran, اسرائیل, war, stand, ایران, ہیں, poll, people, mercy",Public Opinion Polls: Iran-Israel Conflict
D345,https://pbs.twimg.com/media/HCepi0OWgAAetV5.png,أبرز ما جاء بالصحف الإلكترونية لجامعة قناة السويس خلال الفترة من 24فبراير حتي 2مارس 2026,21,"cyber, cybersecurity, cyberwarfare, website, israeli, attack, infrastructure, internet, phishing, pakistan",Cyberwarfare & Infrastructure Attacks,13,"maritime, security, suez, sea, shipping, cape, maersk, canal, red, hope",Global Maritime Logistics & Suez Canal Security
D346,https://pbs.twimg.com/media/HCenym2XoAAe7dU.jpg,الشي الأخير و المهم هو أن هذا التمادي بخنق المضائق المائية وإغراقها بالمشاكل راح يرفع التكلفة التشغيلية والتأمينية عالصادرات ونقلها و هو شي و إن كان ظاهريا يخنق خط التجارة ال لكنه مضر لدول الخليج الحبيسة و قناة السويس وو. هنا تظهر أهمية حضرموت ل.,13,"maritime, security, suez, sea, shipping, cape, maersk, canal, red, hope",Global Maritime Logistics & Suez Canal Security,0,"free, khamenei, على, fuck, love, allah, want, ردالظلم, comments, iran",Anti-Regime Sentiment   & Protests In Iran
D347,https://pbs.twimg.com/media/HCcIeL1XEAAtKLV.jpg,"Houthis havent even started retaliating over Khameneis killing, but major shippers already panicking Shipping majors hoping to return to the substantially shorter, faster and cheaper Suez Canal route between Europe and Asia have abandoned the plans amid the US and Israels",38,"houthis, red, sea, resume, yemeni, yemens, announce, shipping, houthi, ships",Houthi Attacks & Maritime Threats in the Red Sea,5,"hormuz, strait, oil, global, traffic, lng, gulf, energy, map, persian",Global Energy & Strait of Hormuz
D35,https://pbs.twimg.com/media/HCedeFtXkAALmQ7.jpg,I suppose Iran got legal clearance before attacking Dubai Qatar Saudis Arabia Cyprus,28,"saudi, arabia, condemns, attack, prince, qatar, kuwait, strongly, crown, foreign",GCC Condemnations & Saudi Foreign Policy,17,"base, drones, bahrain, riyadh, embassy, hit, missiles, kuwait, iranian, missile",Military Base Attacks & Missile Strikes (Gulf)
D350,https://pbs.twimg.com/media/HCa2VZlacAAEF7I.jpg,What happens to global oil prices if both Strait of Hormuz and Bab alMandab are disrupted at the same time for months अगर हरमज जलडमरमधय और बब अलमदब दन महन तक एक सथ बद ह जए त वशवक तल क कमत क कय हग,10,"oil, crude, prices, brent, price, chart, wti, usoil, barrel, spike",Global Crude Oil Market & Prices,5,"hormuz, strait, oil, global, traffic, lng, gulf, energy, map, persian",Global Energy & Strait of Hormuz
D359,https://pbs.twimg.com/media/HCThi8_XYAAaj7Y.jpg,"Yemen nunca decepciona. Las fuerzas Ansarullah de Yemen anunciaron su participación en la guerra y bloquearon el estrecho de Bab AlMandab. Irán también bloqueó el estrecho de Horms, y ahora Oriente Medio está cerrado completamente.",38,"houthis, red, sea, resume, yemeni, yemens, announce, shipping, houthi, ships",Houthi Attacks & Maritime Threats in the Red Sea,15,"united, jordan, yemen, bahrain, kuwait, qatar, conflict, war, arab, arabia","  Arab State Alliances & Regional Geopolitics   (Jordan, Yemen, Gulf)"
D365,https://pbs.twimg.com/media/HCdwzdkWIAAJvBE.jpg,"Jeden z największych armatorów, firma Maersk, ogłosiła wstrzymanie rejsów nie tylko przez Cieśninę Ormuz, ale także przez Kanał Sueski i Cieśninę Bab alMandab.",5,"hormuz, strait, oil, global, traffic, lng, gulf, energy, map, persian",Global Energy & Strait of Hormuz,0,"free, khamenei, على, fuck, love, allah, want, ردالظلم, comments, iran",Anti-Regime Sentiment   & Protests In Iran
D366,https://pbs.twimg.com/media/HCVtHURbAAA8Aol.jpg,ถาปดชองแคบhormuzกบbab almandab แมงกวาจะถงชองแคบมะละกาตองออมแหลมgood hope ของแพงขนเปนเทาตวแน,0,"free, khamenei, على, fuck, love, allah, want, ردالظلم, comments, iran",Anti-Regime Sentiment   & Protests In Iran,13,"maritime, security, suez, sea, shipping, cape, maersk, canal, red, hope",Global Maritime Logistics & Suez Canal Security
D376,https://pbs.twimg.com/media/HCP298BWIAEqMvI.jpg,"The Prophet said No one loves the Ansar except a Mumin, and no one hates them except for a munafiq, and whoever loves them, Allah loves him, and whoever hates them, Allah hates him. The Prophet affirmed such people to be munafiqin.",9,"khamenei, killed, leader, supreme, ali, ayatollah, death, reports, khameneis, israeli",Rumors & Reports on Khamenei's Health/Death,0,"free, khamenei, على, fuck, love, allah, want, ردالظلم, comments, iran",Anti-Regime Sentiment   & Protests In Iran
D384,https://pbs.twimg.com/media/HCbCtkAXcAE0mzJ.jpg,IranWar عاجل_الان,20,"activists, people, rights, iran, human, protesters, regime, organization, war, cia",Human Rights Advocacy & Iranian Protest Groups,0,"free, khamenei, على, fuck, love, allah, want, ردالظلم, comments, iran",Anti-Regime Sentiment   & Protests In Iran
D387,https://pbs.twimg.com/media/HCedeZObgAAvdVK.jpg,America wakeup Iran IranWar AmericanDad,20,"activists, people, rights, iran, human, protesters, regime, organization, war, cia",Human Rights Advocacy & Iranian Protest Groups,33,"killed, bombing, service, members, centcom, barracks, american, marine, beirut, marines",US Military Casualties & Beirut Bombing Memorials
D412,https://pbs.twimg.com/media/HCUydTPXcAAQ0Kp.jpg,"BREAKING Reuters, citing maritime security sources Marshall Islands crude oil tanker MKD VYOM hit by a projectile off the coast of Oman",11,"drone, port, oman, duqm, tanker, fuel, tanura, drones, ras, near",Maritime Drone Attacks & Port Security,13,"maritime, security, suez, sea, shipping, cape, maersk, canal, red, hope",Global Maritime Logistics & Suez Canal Security
D413,https://pbs.twimg.com/media/HCZg_4pbcAAlai2.jpg,استهداف ناقلة نفط شمال غرب ميناء السلطان قابوس وإخلاء طاقمها بعد اندلاع حريق.,11,"drone, port, oman, duqm, tanker, fuel, tanura, drones, ras, near",Maritime Drone Attacks & Port Security,13,"maritime, security, suez, sea, shipping, cape, maersk, canal, red, hope",Global Maritime Logistics & Suez Canal Security
D42,https://pbs.twimg.com/media/HCaztZ3acAAsBmD.jpg,BREAKING reports on major escalation as Qatar says it has shot down two Russianmade jets from Iran.,3,"iran, israel, strikes, attack, bahrain, qatar, tehran, kuwait, uae, launched",Iran-Israel Tensions & Regional Escalation,17,"base, drones, bahrain, riyadh, embassy, hit, missiles, kuwait, iranian, missile",Military Base Attacks & Missile Strikes (Gulf)
D475,https://pbs.twimg.com/media/HCXTriXboAATdOV.jpg,It was a mossad operation. Plain as day.,14,"lincoln, abraham, uss, carrier, aircraft, missiles, strike, ballistic, irgc, group",USS Abraham Lincoln Carrier Group & Strikes,34,"dome, iron, arrow, interceptions, missiles, israel, range, missile, weapon, defense",Israel Missile Defense (Iron Dome/Arrow)
D477,https://pbs.twimg.com/media/HCen91xXIAAqiIu.png,I dont buy it. Mossad is faking it to appear more powerful than they are. Start arresting them all,19,"openai, pentagon, anthropic, deal, chatgpt, quitgpt, altman, surveillance, models, deploy",Financial Markets & Stock Trading,34,"dome, iron, arrow, interceptions, missiles, israel, range, missile, weapon, defense",Israel Missile Defense (Iron Dome/Arrow)
D481,https://pbs.twimg.com/media/HCWgc3eaAAA1Sic.jpg,Operation Epstein Fury.,39,"explosion, magnitude, teheran, earthquake, des, sur, tehran, nuclear, test, همین",Seismic Activity & Tehran Nuclear Test Rumors,1,"gaza, hamas, israel, palestine, genocide, palestinians, palestinian, jews, react, ceasefire",Gaza Conflict & Israel-Hamas War
D484,https://pbs.twimg.com/media/HCV-2XMWgAAXyUf.jpg,Operation Epstein Fury.,39,"explosion, magnitude, teheran, earthquake, des, sur, tehran, nuclear, test, همین",Seismic Activity & Tehran Nuclear Test Rumors,1,"gaza, hamas, israel, palestine, genocide, palestinians, palestinian, jews, react, ceasefire",Gaza Conflict & Israel-Hamas War
D483,https://pbs.twimg.com/media/HCbt319WcAADNDu.jpg,I see Operation Epstein Fury is still underway. Hows that Baal room coming along,19,"openai, pentagon, anthropic, deal, chatgpt, quitgpt, altman, surveillance, models, deploy",Financial Markets & Stock Trading,4,"trump, president, donald, iran, war, military, america, congress, trumps, attack",US Politics & Trump's Stance on Iran
D481,https://pbs.twimg.com/media/HCWgc3eaAAA1Sic.jpg,Operation Epstein Fury.,39,"explosion, magnitude, teheran, earthquake, des, sur, tehran, nuclear, test, همین",Seismic Activity & Tehran Nuclear Test Rumors,10,"oil, crude, prices, brent, price, chart, wti, usoil, barrel, spike",Global Crude Oil Market & Prices
D484,https://pbs.twimg.com/media/HCV-2XMWgAAXyUf.jpg,Operation Epstein Fury.,39,"explosion, magnitude, teheran, earthquake, des, sur, tehran, nuclear, test, همین",Seismic Activity & Tehran Nuclear Test Rumors,10,"oil, crude, prices, brent, price, chart, wti, usoil, barrel, spike",Global Crude Oil Market & Prices
D493,https://pbs.twimg.com/media/HCWo6ieaEAATAxe.jpg,"Geo web app and tamasha app displaying. Plus, Iran getting a cyber attack from Israel too. Its them.",21,"cyber, cybersecurity, cyberwarfare, website, israeli, attack, infrastructure, internet, phishing, pakistan",Cyberwarfare & Infrastructure Attacks,16,"israel, iran, اسرائیل, war, stand, ایران, ہیں, poll, people, mercy",Public Opinion Polls: Iran-Israel Conflict
D496,https://pbs.twimg.com/media/HCenACeaYAA1XOG.jpg,Israels Foreign Ministry just posted and deleted it. I hope they got the answer they were looking for,1,"gaza, hamas, israel, palestine, genocide, palestinians, palestinian, jews, react, ceasefire",Gaza Conflict & Israel-Hamas War,34,"dome, iron, arrow, interceptions, missiles, israel, range, missile, weapon, defense",Israel Missile Defense (Iron Dome/Arrow)
D516,https://pbs.twimg.com/media/HCXeL58bsAE-8U3.jpg,Beirut,2,"lebanon, hezbollah, lebanese, israel, israeli, southern, rocket, beirut, northern, haifa",Lebanon Border & Hezbollah Conflict,24,"evacuation, lebanon, southern, villages, towns, idf, jbeil, bint, tyre, residents",Southern Lebanon Evacuations & IDF Operations
D518,https://pbs.twimg.com/media/HCQdw6YbEAIS127.jpg,"Jacobin, DSA, chapos be like",0,"free, khamenei, على, fuck, love, allah, want, ردالظلم, comments, iran",Anti-Regime Sentiment   & Protests In Iran,16,"israel, iran, اسرائیل, war, stand, ایران, ہیں, poll, people, mercy",Public Opinion Polls: Iran-Israel Conflict
D519,https://pbs.twimg.com/media/HCW6KpnWUAEzRB4.jpg,if so iT would be Unit 8200 doing a false flag amp blaming Iran. probably,-1,Outlier/Unclassified (Noise),Outlier/Unclassified Noise,34,"dome, iron, arrow, interceptions, missiles, israel, range, missile, weapon, defense",Israel Missile Defense (Iron Dome/Arrow)
D53,https://pbs.twimg.com/media/HCcMgeZW0AAoNjI.jpg,This has been the last 30 minutes. Launches from Iran and Lebanon at the same time. The entire country is under attack.,-1,Outlier/Unclassified (Noise),Outlier/Unclassified Noise,2,"lebanon, hezbollah, lebanese, israel, israeli, southern, rocket, beirut, northern, haifa",Lebanon Border & Hezbollah Conflict
D530,https://pbs.twimg.com/media/HCetddpagAA8tw4.jpg,LIVE Arrow3 launch from Palmachim airbase,11,"drone, port, oman, duqm, tanker, fuel, tanura, drones, ras, near",Maritime Drone Attacks & Port Security,34,"dome, iron, arrow, interceptions, missiles, israel, range, missile, weapon, defense",Israel Missile Defense (Iron Dome/Arrow)
D531,https://pbs.twimg.com/media/HCetSIAacAEbFsq.jpg,Arrow3 launch from Palmachim airbase,11,"drone, port, oman, duqm, tanker, fuel, tanura, drones, ras, near",Maritime Drone Attacks & Port Security,34,"dome, iron, arrow, interceptions, missiles, israel, range, missile, weapon, defense",Israel Missile Defense (Iron Dome/Arrow)
D535,https://pbs.twimg.com/media/HCd9lJ_bEAA0SvY.jpg,"ライブ予約解禁 P the Stage 26 in OSAKA 202666土 1330 START E.S.Arrow梅田芸術劇場B1 前売 3,0001D込 りゃんぴビッグバンドで本気出します 土曜昼にホーンで優勝しよ 迷ってる人へ 来る正解 来ないちょっと後悔 予約はリプ or DM",31,"discount, المطار, valid, hotels, app, travel, flights, عبر, promotional, code",Travel Discounts & Flight Apps,34,"dome, iron, arrow, interceptions, missiles, israel, range, missile, weapon, defense",Israel Missile Defense (Iron Dome/Arrow)
D537,https://pbs.twimg.com/media/HCetBLCb0AASRSk.jpg,"Sirens, Arrow3 launch from Palmachim",36,"jamming, gps, spoofing, interference, map, magic, eastern, anomaly, hack, new",GPS Jamming & Spoofing Anomalies,34,"dome, iron, arrow, interceptions, missiles, israel, range, missile, weapon, defense",Israel Missile Defense (Iron Dome/Arrow)
D540,https://pbs.twimg.com/media/HCekTVjWUAA9a7v.jpg,You received a notification that I engaged in at least 3 of your recent post and we aint even mutuals yet you did nothing about it Youre so heartless man,0,"free, khamenei, على, fuck, love, allah, want, ردالظلم, comments, iran",Anti-Regime Sentiment   & Protests In Iran,14,"lincoln, abraham, uss, carrier, aircraft, missiles, strike, ballistic, irgc, group",USS Abraham Lincoln Carrier Group & Strikes
D549,https://pbs.twimg.com/media/HCWPTfbWIAAEQO1.jpg,"GW28 Review 88 Points. 1,002,818 Green Arrow 2,056,851 Live Rank Bruno 26 Ekitike 15 Wilson 12 3.0M2.0M Overall Massive swing week. Momentum building at the perfect time. GW29 FPL FPLCommunity",14,"lincoln, abraham, uss, carrier, aircraft, missiles, strike, ballistic, irgc, group",USS Abraham Lincoln Carrier Group & Strikes,36,"jamming, gps, spoofing, interference, map, magic, eastern, anomaly, hack, new",GPS Jamming & Spoofing Anomalies
D553,https://pbs.twimg.com/media/HCetvI9bAAABOi8.jpg,BREAKING Arrow3 launch from Palmachim airbase,14,"lincoln, abraham, uss, carrier, aircraft, missiles, strike, ballistic, irgc, group",USS Abraham Lincoln Carrier Group & Strikes,34,"dome, iron, arrow, interceptions, missiles, israel, range, missile, weapon, defense",Israel Missile Defense (Iron Dome/Arrow)
D556,https://pbs.twimg.com/media/HCUiaE6WUAAOEw8.jpg,THAAD batteries are already on the low end. After firing 150 during the 12day war the US probably only has around 500. Its probably only enough to defend against Iranian missiles for a few days. Production is around 36ish per year.,14,"lincoln, abraham, uss, carrier, aircraft, missiles, strike, ballistic, irgc, group",USS Abraham Lincoln Carrier Group & Strikes,-1,Outlier/Unclassified (Noise),Outlier/Unclassified Noise
D557,https://pbs.twimg.com/media/HCeqIcQbAAA9lAK.jpg,"No Air Force, no navy, no leader according to you but your troops are dropping like flies",14,"lincoln, abraham, uss, carrier, aircraft, missiles, strike, ballistic, irgc, group",USS Abraham Lincoln Carrier Group & Strikes,4,"trump, president, donald, iran, war, military, america, congress, trumps, attack",US Politics & Trump's Stance on Iran
D564,https://pbs.twimg.com/media/HCU4n-gWAAAIOY8.jpg,"Sit down child.....For those of us who grew up watching the hostages in Iran, the Achille Lauro, the Marine barrack attack in Beirut, Pan Am Flight 103, and a Middle East on fire This should have happened on January 26, 1981. The day after our 52 hostages were back on American soil.",33,"killed, bombing, service, members, centcom, barracks, american, marine, beirut, marines",US Military Casualties & Beirut Bombing Memorials,4,"trump, president, donald, iran, war, military, america, congress, trumps, attack",US Politics & Trump's Stance on Iran
D582,https://pbs.twimg.com/media/HCVbpauWoAAoyIo.jpg,USSAbrahamLincoln Israel Iran Iran doesnt have the weapons or technology to successfully strike a US aircraft carrier strike group. Ballistic missiles targeting the USS Abraham have been eliminated.,3,"iran, israel, strikes, attack, bahrain, qatar, tehran, kuwait, uae, launched",Iran-Israel Tensions & Regional Escalation,14,"lincoln, abraham, uss, carrier, aircraft, missiles, strike, ballistic, irgc, group",USS Abraham Lincoln Carrier Group & Strikes
D601,https://pbs.twimg.com/media/HCdCnPAbcAASVmT.jpg,Jika AS Turun Tangan Kalau Amerika Serikat masuk penuh Carrier Strike Group masuk Teluk Ratusan sortie udara per hari Target nuklir militer Iran disasar Dan titik paling sensitif dunia Selat Hormuz Lewat sini 1720 juta barel minyakhari sekitar 1 dari 5 barel global. Gangguan kecil saja pasar panik. Blokade total krisis energi global.,26,"navy, iris, sunk, class, ships, iranian, naval, forces, ship, gulf",Iranian Naval Forces & Ship Incidents,14,"lincoln, abraham, uss, carrier, aircraft, missiles, strike, ballistic, irgc, group",USS Abraham Lincoln Carrier Group & Strikes
D603,https://pbs.twimg.com/media/HCOm1z0WkAA_X2L.jpg,MAP BREAK looks like the Lincoln Carrier Strike Group was utilized based on locations of current strikes,14,"lincoln, abraham, uss, carrier, aircraft, missiles, strike, ballistic, irgc, group",USS Abraham Lincoln Carrier Group & Strikes,37,"afghan, taliban, pakistan, afghanistan, میں, pakistani, nur, airstrikes, khan, اور",Afghanistan & Taliban-Pakistan Relations
D605,https://pbs.twimg.com/media/HCSqTLXacAAMlXs.jpg,"Well,if my hunch is true then they will take revenge on the carrier strike group. Hope they dont do that. It will result in nuclear retaliation. Iranian and us share the R1A1 gene. Just like us they will burn to ashes before accepting defeat.",20,"activists, people, rights, iran, human, protesters, regime, organization, war, cia",Human Rights Advocacy & Iranian Protest Groups,-1,Outlier/Unclassified (Noise),Outlier/Unclassified Noise
D611,https://pbs.twimg.com/media/HCVVmqQakAAoD43.jpg,"Right Theyre showing the whole world we have 3 ships in the Mediterranean and 7 in the Red Sea, thats unbelievable I mean I thought 10 ships were in a carrier strike group not 3. But now because of those giant stickers we know the exact location of 3 ships in the Mediterranean, I put the exact location above. Could totally send 1 missile and take them all out cause that ocean from the image looks like its about 2 inches across so first idk how a ship fits there and second your stupidity is astounding",26,"navy, iris, sunk, class, ships, iranian, naval, forces, ship, gulf",Iranian Naval Forces & Ship Incidents,13,"maritime, security, suez, sea, shipping, cape, maersk, canal, red, hope",Global Maritime Logistics & Suez Canal Security
D614,https://pbs.twimg.com/media/HCVSWHRX0AAdQgP.jpg,Liars... The USA will never succumb to baby terrorists like Iran. USS Abraham Lincoln is still standing and active,4,"trump, president, donald, iran, war, military, america, congress, trumps, attack",US Politics & Trump's Stance on Iran,14,"lincoln, abraham, uss, carrier, aircraft, missiles, strike, ballistic, irgc, group",USS Abraham Lincoln Carrier Group & Strikes
D616,https://pbs.twimg.com/media/HCeTiTOXwAAeQRx.jpg,We had to pull a UaEy and put boots on the ground because we knew it was a matter of time before a real exNavy guy would locate the nine yr. old maneuvering video of an empty USS Abraham Lincoln that we stole still shots from and modified.gt,14,"lincoln, abraham, uss, carrier, aircraft, missiles, strike, ballistic, irgc, group",USS Abraham Lincoln Carrier Group & Strikes,4,"trump, president, donald, iran, war, military, america, congress, trumps, attack",US Politics & Trump's Stance on Iran
D63,https://pbs.twimg.com/media/HCekx3uXUAAhRlz.jpg,They attacked Iran first completely unprovoked.,3,"iran, israel, strikes, attack, bahrain, qatar, tehran, kuwait, uae, launched",Iran-Israel Tensions & Regional Escalation,22,"nuclear, korea, north, kim, jong, weapons, iran, join, korean, program",North Korean & Iranian Nuclear Programs
D638,https://pbs.twimg.com/media/HCVgGcCXIAA5_9h.jpg,USS Abraham Lincoln BOMBANDO NO TWITTER X SÓ PERDE PRO ACORDA BRASIL,4,"trump, president, donald, iran, war, military, america, congress, trumps, attack",US Politics & Trump's Stance on Iran,14,"lincoln, abraham, uss, carrier, aircraft, missiles, strike, ballistic, irgc, group",USS Abraham Lincoln Carrier Group & Strikes
D65,https://pbs.twimg.com/media/HCaTECeXUAEVKlj.jpg,Trump is playing 5D global chess. Notice how he secured Venezuelas oil before taking on Iran. Venezuela needed to be taken over before oil exports were cut off in the Strait of Hormuz.,4,"trump, president, donald, iran, war, military, america, congress, trumps, attack",US Politics & Trump's Stance on Iran,5,"hormuz, strait, oil, global, traffic, lng, gulf, energy, map, persian",Global Energy & Strait of Hormuz
D650,https://pbs.twimg.com/media/HCer17hbcAA9hXk.jpg,Fuck Putin,0,"free, khamenei, على, fuck, love, allah, want, ردالظلم, comments, iran",Anti-Regime Sentiment   & Protests In Iran,6,"ukraine, russia, putin, russian, winter, zelensky, february, territory, talks, peace",Russia-Ukraine War & Peace Talks
D660,https://pbs.twimg.com/media/HCenlS8XQAEP6C2.jpg,PROJECTION NORTH WEST NORFOLK TOO CLOSE TO CALL LEANING REFORM MAJ 1.99,7,"water, nile, theme, climate, ethiopia, cooperation, eritrea, sea, autonomy, partnerships",Regional Cooperation & Nile Water Issues,10,"oil, crude, prices, brent, price, chart, wti, usoil, barrel, spike",Global Crude Oil Market & Prices
D662,https://pbs.twimg.com/media/HCeqYz1aIAAZYsY.jpg,"maybe im just too doom and gloom but this still seriously leaves a bad taste in my mouth and i think we shouldnt be too quick to think this is a yay we did it, victory moment",25,"world, war, places, capitalism, cause, worst, military, united, mentions, predicted",Global War Theories & Anti-Capitalism & Ideological Discourse,0,"free, khamenei, على, fuck, love, allah, want, ردالظلم, comments, iran",Anti-Regime Sentiment   & Protests In Iran
D666,https://pbs.twimg.com/media/HCesofEbsAAAQQ6.jpg,BOOST POST IG Like 46.4K Comments 3854 Repost 2069 Share 62.6K GOAL Like 50K Comments 2000 Repost 2000 Share 50000 LenaMiu ลนาหมว lalinalena MiuNatsha ลนาลลนา หมวณชชา,0,"free, khamenei, على, fuck, love, allah, want, ردالظلم, comments, iran",Anti-Regime Sentiment   & Protests In Iran,13,"maritime, security, suez, sea, shipping, cape, maersk, canal, red, hope",Global Maritime Logistics & Suez Canal Security
D670,https://pbs.twimg.com/media/HCevKMQbcAAb1oH.jpg,𑣲 maria ノ lacy 6teen capidain 𝜗 linbina ns riako no dni ໒ ა sel fb 𖹭 yumetwt ୨୧ genshintwt 𖹭,0,"free, khamenei, على, fuck, love, allah, want, ردالظلم, comments, iran",Anti-Regime Sentiment   & Protests In Iran,13,"maritime, security, suez, sea, shipping, cape, maersk, canal, red, hope",Global Maritime Logistics & Suez Canal Security
D673,https://pbs.twimg.com/media/HCetOk2WQAAnkJ6.jpg,Liban LIBAN SOUVERAINETÉ CONFISQUÉE ET RÉGIME DEXCEPTION PERMANENT,24,"evacuation, lebanon, southern, villages, towns, idf, jbeil, bint, tyre, residents",Southern Lebanon Evacuations & IDF Operations,2,"lebanon, hezbollah, lebanese, israel, israeli, southern, rocket, beirut, northern, haifa",Lebanon Border & Hezbollah Conflict
D675,https://pbs.twimg.com/media/HCetbPKa4AAQ7jY.jpg,BOOST POST IG LENA Like 212K Comments 6259 Repost 4641 Share 237K GOAL Like 200K Comments 5000 Repost 5000 Share 100000 LenaMiu ลนาหมว lalinalena ลนาลลนา,0,"free, khamenei, على, fuck, love, allah, want, ردالظلم, comments, iran",Anti-Regime Sentiment   & Protests In Iran,11,"drone, port, oman, duqm, tanker, fuel, tanura, drones, ras, near",Maritime Drone Attacks & Port Security
D676,https://pbs.twimg.com/media/HCepwlZakAAE_TS.jpg,Pass the Save Act By removing uniparty Thune Pass the Save Act By removing uniparty Thune Pass the Save Act By removing uniparty Thune,0,"free, khamenei, على, fuck, love, allah, want, ردالظلم, comments, iran",Anti-Regime Sentiment   & Protests In Iran,13,"maritime, security, suez, sea, shipping, cape, maersk, canal, red, hope",Global Maritime Logistics & Suez Canal Security
D677,https://pbs.twimg.com/media/HCeosd3aYAAI6ik.jpg,"entah apa yang kalian lalui sampai pada akhirnya keputusan mutlak ini keluar hari ini, mungkin ini terlalu mengejutkan bagi ku karena aku tidak lagi mengikuti beberapa aktivitas terakhir karena urusan pribadi. Biasanya aku kembali dengan rencana rencana baru yang ada kalian ber",19,"openai, pentagon, anthropic, deal, chatgpt, quitgpt, altman, surveillance, models, deploy",Financial Markets & Stock Trading,5,"hormuz, strait, oil, global, traffic, lng, gulf, energy, map, persian",Global Energy & Strait of Hormuz
D678,https://pbs.twimg.com/media/HCetjNXbYAASkSV.jpg,Me seeing non oomfs tweets everywhere amp missing mutuals tl,21,"cyber, cybersecurity, cyberwarfare, website, israeli, attack, infrastructure, internet, phishing, pakistan",Cyberwarfare & Infrastructure Attacks,13,"maritime, security, suez, sea, shipping, cape, maersk, canal, red, hope",Global Maritime Logistics & Suez Canal Security
D679,https://pbs.twimg.com/media/HCelvjNaoAADK-j.jpg,Heres the most recent popular post from our community By,0,"free, khamenei, على, fuck, love, allah, want, ردالظلم, comments, iran",Anti-Regime Sentiment   & Protests In Iran,13,"maritime, security, suez, sea, shipping, cape, maersk, canal, red, hope",Global Maritime Logistics & Suez Canal Security
D680,https://pbs.twimg.com/media/HCelXjQWUAAJhnY.jpg,"Congratulations to me guys,we did it It wasnt easy but its finally gone, now I can rest knowing I have no more battle to fight",25,"world, war, places, capitalism, cause, worst, military, united, mentions, predicted",Global War Theories & Anti-Capitalism & Ideological Discourse,0,"free, khamenei, على, fuck, love, allah, want, ردالظلم, comments, iran",Anti-Regime Sentiment   & Protests In Iran
D681,https://pbs.twimg.com/media/HCepXI4a8AAmyJU.jpg,How it feels knowing youre washed and stopped being the algorithms favorite,27,"learning, google, real, technology, agents, autonomous, youre, intelligence, using, human","AI, Google & Technology Development",7,"water, nile, theme, climate, ethiopia, cooperation, eritrea, sea, autonomy, partnerships",Regional Cooperation & Nile Water Issues
D682,https://pbs.twimg.com/media/HCesC5mbIAAW0fL.jpg,お楽しみがもう1つあったわ今日は週の始まり火曜日火曜日と言えば散財じゃいｗ,0,"free, khamenei, على, fuck, love, allah, want, ردالظلم, comments, iran",Anti-Regime Sentiment   & Protests In Iran,9,"khamenei, killed, leader, supreme, ali, ayatollah, death, reports, khameneis, israeli",Rumors & Reports on Khamenei's Health/Death
D684,https://pbs.twimg.com/media/HCXgNduWwAABteV.jpg,Beirut airport hit by ısrael,8,"airspace, flights, airlines, closed, closure, flight, syrian, dubai, emirates, airport","Aviation, Flight Disruptions & Airspace",-1,Outlier/Unclassified (Noise),Outlier/Unclassified Noise
D685,https://pbs.twimg.com/media/HCXrMkbWYAAiGGF.jpg,Scene from Beirut International Airport Road,8,"airspace, flights, airlines, closed, closure, flight, syrian, dubai, emirates, airport","Aviation, Flight Disruptions & Airspace",10,"oil, crude, prices, brent, price, chart, wti, usoil, barrel, spike",Global Crude Oil Market & Prices
D686,https://pbs.twimg.com/media/HCXw2EyXgAAJ45A.jpg,The road that leads to the Beirut International Airport has been damaged,8,"airspace, flights, airlines, closed, closure, flight, syrian, dubai, emirates, airport","Aviation, Flight Disruptions & Airspace",24,"evacuation, lebanon, southern, villages, towns, idf, jbeil, bint, tyre, residents",Southern Lebanon Evacuations & IDF Operations
D687,https://pbs.twimg.com/media/HCXfuD0XAAAxcww.jpg,Beirut Airport area,8,"airspace, flights, airlines, closed, closure, flight, syrian, dubai, emirates, airport","Aviation, Flight Disruptions & Airspace",26,"navy, iris, sunk, class, ships, iranian, naval, forces, ship, gulf",Iranian Naval Forces & Ship Incidents
